card_id,total_transactions,total_amount,avg_amount,median_amount,std_amount,min_amount,max_amount,preferred_hour,preferred_day,unique_merchants,unique_categories,unique_cities,purchase_count,preferred_pos_mode,preferred_wallet,amount_range,purchase_ratio,avg_merchants_per_transaction,spending_consistency,activity_level,spending_level,cluster
10304,1113,28060808.42,25211.87,6845.4,111181.55,104.31,3044568.44,19,0,229,13,6,0,QR_Code,Bank's QR,3044464.13,0.0,0.20575022461814915,0.18484667368851077,Низкая,Средний,0
10305,17035,260547873.66,15294.86,6371.8,39688.79,100.0,2137844.38,19,6,499,13,6,0,ECOM,Google Pay,2137744.38,0.0,0.029292632814793072,0.27817105630491973,Очень высокая,Премиум,0
10306,10367,157553318.12,15197.58,4195.85,42723.57,100.0,1393126.26,8,5,496,13,6,0,QR_Code,Bank's QR,1393026.26,0.0,0.04784412076782097,0.2623839478325275,Очень высокая,Высокий,0
10307,11509,566359774.77,49210.16,11748.69,183684.57,138.42,7799193.97,19,6,497,13,6,0,ECOM,Bank's QR,7799055.55,0.0,0.043183595447041444,0.21129786835451364,Очень высокая,Премиум,0
10308,21235,135896324.66,6399.64,2276.07,23200.27,100.0,1269060.13,8,6,500,13,6,0,QR_Code,Bank's QR,1268960.13,0.0,0.02354603249352484,0.2162047114332442,Очень высокая,Высокий,0
10309,352,10805573.79,30697.65,11435.92,57956.65,166.76,348816.53,8,6,70,12,6,0,Contactless,Bank's QR,348649.77,0.0,0.19886363636363635,0.3462623922359096,Низкая,Низкий,0
10310,2979,82835361.58,27806.43,27000.0,20363.14,100.0,465815.59,8,5,160,12,6,0,Contactless,Bank's QR,465715.59,0.0,0.05370929842228936,0.5772613290922048,Средняя,Высокий,0
10311,5808,74486479.3,12824.81,3660.0,84005.84,108.73,5802252.57,8,5,467,13,6,0,QR_Code,Bank's QR,5802143.84,0.0,0.08040633608815427,0.13244577001187124,Высокая,Средний,0
10312,14077,332724846.9,23636.06,6579.15,103794.79,100.0,5262072.17,19,6,499,13,6,0,ECOM,Google Pay,5261972.17,0.0,0.03544789372735668,0.1854814591600072,Очень высокая,Премиум,0
10313,3357,46490100.31,13848.7,4109.04,34800.85,100.0,1089844.77,19,5,392,13,6,0,Contactless,Bank's QR,1089744.77,0.0,0.11677092642240096,0.2846624480596429,Средняя,Средний,0
10314,5298,31206355.41,5890.21,1449.39,19302.09,100.0,450856.03,8,5,425,13,6,0,QR_Code,Bank's QR,450756.03,0.0,0.08021895054737636,0.23380993398776614,Высокая,Средний,0
10315,2124,104550806.25,49223.54,25000.0,91455.43,294.29,1372260.04,19,5,312,13,6,0,ECOM,Apple Pay,1371965.75,0.0,0.14689265536723164,0.3498997753537718,Средняя,Высокий,0
10316,5127,166369979.42,32449.77,9311.99,93557.06,100.6,2720514.09,8,6,468,13,6,0,QR_Code,Bank's QR,2720413.4899999998,0.0,0.09128145114101814,0.25752389771252876,Высокая,Высокий,0
10317,4938,87011306.36,17620.76,5278.26,42334.9,100.0,1295623.44,19,5,452,13,6,0,QR_Code,Bank's QR,1295523.44,0.0,0.09153503442689348,0.2938965228637296,Высокая,Высокий,0
10318,17261,366529394.48,21234.54,5576.07,87192.25,100.0,4901614.7,19,6,498,13,6,0,ECOM,Google Pay,4901514.7,0.0,0.0288511673715312,0.19584218992372643,Очень высокая,Премиум,0
10319,1980,47068886.5,23772.16,6973.04,61161.45,101.23,1476694.11,19,6,269,13,6,0,ECOM,Apple Pay,1476592.8800000001,0.0,0.13585858585858585,0.2798910819874488,Средняя,Средний,0
10320,174,3056546.42,17566.36,5645.5,43018.01,183.89,367023.67,9,6,50,2,6,0,Unknown,Unknown,366839.77999999997,0.0,0.28735632183908044,0.28994871119399274,Низкая,Низкий,1
10321,315,12163266.4,38613.54,18117.34,70021.12,460.79,494218.79,13,6,77,13,6,0,ECOM,Bank's QR,493758.0,0.0,0.24444444444444444,0.35544401759070265,Низкая,Низкий,0
10322,3924,31802007.76,8104.49,2619.92,28075.56,100.0,1177158.04,8,6,448,13,6,0,QR_Code,Bank's QR,1177058.04,0.0,0.11416921508664628,0.22400438915921891,Высокая,Средний,0
10323,734,16499386.63,22478.73,7679.75,57769.45,118.21,1144377.47,18,5,140,13,6,0,QR_Code,Bank's QR,1144259.26,0.0,0.1907356948228883,0.2801151378137174,Низкая,Низкий,0
10324,3595,92676706.27,25779.33,12101.72,136633.84,288.41,7491582.9,8,6,437,13,6,0,QR_Code,Bank's QR,7491294.49,0.0,0.12155771905424201,0.15872684462719375,Средняя,Высокий,0
10325,7016,391884234.07,55855.79,7954.0,277775.41,155.98,10603439.77,8,6,488,13,6,0,QR_Code,Bank's QR,10603283.79,0.0,0.06955530216647662,0.16741776548476284,Высокая,Премиум,0
10326,3363,18880908.74,5614.31,1589.86,15332.1,100.0,426030.22,8,6,310,13,6,0,QR_Code,Bank's QR,425930.22,0.0,0.09217960154623847,0.2680320875987819,Средняя,Низкий,0
10327,4226,61492924.34,14551.09,5982.38,32109.27,100.0,954912.18,20,5,448,13,6,0,QR_Code,Bank's QR,954812.18,0.0,0.10601041173686701,0.31185121589289067,Высокая,Средний,0
10328,6743,94429492.29,14004.08,5103.63,32680.26,136.47,870826.29,8,5,483,13,6,0,QR_Code,Bank's QR,870689.8200000001,0.0,0.0716298383508824,0.2999738241988641,Высокая,Высокий,0
10330,801,3786967.21,4727.8,1860.69,9152.88,100.0,100000.0,8,6,130,13,6,0,QR_Code,Bank's QR,99900.0,0.0,0.16229712858926343,0.34060290994389325,Низкая,Низкий,0
10331,6069,173513778.4,28590.18,8306.85,89031.29,129.28,3560851.71,8,5,481,13,6,0,QR_Code,Bank's QR,3560722.43,0.0,0.07925523150436645,0.24306939880958808,Высокая,Премиум,0
10332,1208,16911776.45,13999.81,4171.11,34769.5,100.0,448628.88,8,6,231,10,6,0,QR_Code,Bank's QR,448528.88,0.0,0.1912251655629139,0.2870618837953623,Низкая,Низкий,0
10334,446,4499039.87,10087.53,3409.32,25257.49,163.14,306709.21,8,5,110,8,6,0,Contactless,Bank's QR,306546.07,0.0,0.24663677130044842,0.28540173410568165,Низкая,Низкий,0
10335,4975,70116005.61,14093.67,6949.43,35334.89,100.0,1387919.45,8,5,440,13,6,0,Contactless,Bank's QR,1387819.45,0.0,0.08844221105527639,0.2851321179496227,Высокая,Средний,0
10336,3934,124764519.46,31714.42,5756.45,85738.88,125.48,1411479.61,12,6,448,2,6,0,Unknown,Unknown,1411354.1300000001,0.0,0.11387900355871886,0.2700172749509805,Высокая,Высокий,1
10337,5762,48078242.88,8344.02,2839.72,21563.56,100.0,676508.51,19,5,480,13,6,0,QR_Code,Bank's QR,676408.51,0.0,0.08330440819160013,0.27899348593232887,Высокая,Средний,0
10338,4937,138210492.44,27994.83,14632.94,121079.49,184.25,7285557.73,19,6,432,13,6,0,ECOM,Bank's QR,7285373.48,0.0,0.08750253190196476,0.18779109641419126,Высокая,Высокий,0
10339,877,31997513.79,36485.19,23901.63,71846.29,342.59,927472.41,19,5,139,13,6,0,ECOM,Google Pay,927129.8200000001,0.0,0.15849486887115166,0.3367921309669175,Низкая,Средний,0
10340,10573,309650075.73,29286.87,13376.43,76022.76,148.72,3498719.33,19,5,493,13,6,0,QR_Code,Bank's QR,3498570.61,0.0,0.046628203915634166,0.2781024869235606,Очень высокая,Премиум,0
10341,2576,43257319.46,16792.44,7180.95,36508.65,166.09,758468.73,19,5,370,13,6,0,QR_Code,Bank's QR,758302.64,0.0,0.14363354037267081,0.3150487166397535,Средняя,Средний,0
10342,3637,97135497.79,26707.59,8668.88,88260.37,176.78,2995560.84,19,6,412,13,6,0,QR_Code,Bank's QR,2995384.06,0.0,0.1132801759692054,0.23230463513486715,Средняя,Высокий,0
10343,27160,451283487.45,16615.74,3368.96,85698.51,100.0,6105028.22,8,6,500,13,6,0,QR_Code,Bank's QR,6104928.22,0.0,0.018409425625920472,0.16239907930713465,Очень высокая,Премиум,0
10344,1419,29635251.61,20884.6,8256.07,49311.0,341.91,925834.42,19,6,244,13,6,0,Contactless,Bank's QR,925492.51,0.0,0.1719520789288231,0.2975200724831756,Средняя,Средний,0
10345,161,2201542.76,13674.18,4306.54,41965.05,184.79,490683.78,19,6,46,12,6,0,ECOM,Google Pay,490498.99000000005,0.0,0.2857142857142857,0.24576508337732206,Низкая,Низкий,0
10346,11683,144318135.4,12352.83,4624.03,30800.81,100.0,1318091.01,8,6,495,13,6,0,ECOM,Google Pay,1317991.01,0.0,0.04236925447231019,0.2862523300467817,Очень высокая,Высокий,0
10347,16847,295737776.52,17554.33,7901.37,38792.41,100.0,1486762.58,8,6,500,13,6,0,ECOM,Apple Pay,1486662.58,0.0,0.029678874577076037,0.3115411823292705,Очень высокая,Премиум,0
10348,1613,33690917.22,20887.12,9702.7,50888.89,204.24,985781.56,9,6,276,13,6,0,ECOM,Bank's QR,985577.3200000001,0.0,0.17110973341599503,0.2910041948556349,Средняя,Средний,0
10349,5642,78247156.78,13868.69,5122.68,33229.24,100.0,1073355.4,19,6,468,13,6,0,QR_Code,Bank's QR,1073255.4,0.0,0.08294930875576037,0.2944649584387255,Высокая,Высокий,0
10350,6696,136086681.34,20323.58,6631.98,55593.78,139.3,2561453.66,8,5,475,13,6,0,QR_Code,Bank's QR,2561314.3600000003,0.0,0.07093787335722819,0.2677066220427054,Высокая,Высокий,0
10352,9254,329401073.91,35595.53,10664.56,182113.73,100.0,12179919.84,8,5,493,13,6,0,ECOM,Bank's QR,12179819.84,0.0,0.053274259779554786,0.16350030311067154,Очень высокая,Премиум,0
10353,11021,310082831.59,28135.63,12615.52,102272.89,113.2,7934584.11,8,6,489,13,6,0,QR_Code,Bank's QR,7934470.91,0.0,0.044369839397513836,0.21574993719735489,Очень высокая,Премиум,0
10354,1827,17487327.02,9571.61,3505.87,32511.82,100.0,765561.24,8,6,343,2,6,0,Unknown,Unknown,765461.24,0.0,0.18773946360153257,0.22744367557492343,Средняя,Низкий,1
10355,1291,37198338.9,28813.59,6356.13,112517.6,145.55,2197245.43,19,6,234,13,6,0,Contactless,Bank's QR,2197099.8800000004,0.0,0.1812548412083656,0.20387283231677308,Низкая,Средний,0
10356,5103,21941361.78,4299.7,1263.32,10012.61,100.0,327906.46,19,6,418,13,6,0,QR_Code,Bank's QR,327806.46,0.0,0.08191260043111895,0.3004197086284464,Высокая,Средний,0
10357,1085,19224056.63,17718.02,6304.04,31135.99,100.0,356215.52,14,5,223,13,6,0,ECOM,Google Pay,356115.52,0.0,0.2055299539170507,0.36267278776092277,Низкая,Низкий,0
10358,9480,157725670.6,16637.73,8280.31,32485.75,100.0,817016.95,8,6,489,13,6,0,ECOM,Bank's QR,816916.95,0.0,0.051582278481012656,0.3386920063480845,Очень высокая,Высокий,0
10359,10669,302513243.77,28354.41,7437.33,158728.59,100.0,9535926.84,8,5,497,13,6,0,QR_Code,Bank's QR,9535826.84,0.0,0.04658355984628362,0.15156059075383654,Очень высокая,Премиум,0
10360,1722,23172703.6,13456.85,3222.58,34661.36,100.0,653754.03,10,6,292,13,6,0,QR_Code,Bank's QR,653654.03,0.0,0.16957026713124274,0.27966231495311233,Средняя,Средний,0
10361,3330,44403461.22,13334.37,5489.32,29797.55,100.0,685983.61,8,5,447,2,6,0,Unknown,Unknown,685883.61,0.0,0.13423423423423422,0.3091531747253542,Средняя,Средний,1
10362,7042,120454117.96,17105.1,7883.63,33326.26,100.0,720374.94,8,6,480,13,6,0,QR_Code,Bank's QR,720274.94,0.0,0.06816245384833854,0.3391758620033249,Высокая,Высокий,0
10363,1596,22496810.79,14095.75,5414.64,38441.15,100.0,1211261.95,8,6,272,13,6,0,QR_Code,Bank's QR,1211161.95,0.0,0.17042606516290726,0.2683018982848246,Средняя,Средний,0
10364,78,1883886.04,24152.39,10708.28,37800.41,360.66,184606.0,20,3,17,9,6,0,Contactless,Bank's QR,184245.34,0.0,0.21794871794871795,0.3898514675688588,Низкая,Низкий,0
10365,1141,36549708.3,32033.05,30000.0,18347.27,237.29,128938.46,8,5,40,8,6,0,Contactless,Bank's QR,128701.17000000001,0.0,0.035056967572304996,0.6358246632812178,Низкая,Средний,0
10366,6309,116562257.35,18475.55,8146.26,41979.48,106.67,1497231.66,19,5,473,13,6,0,ECOM,Bank's QR,1497124.99,0.0,0.07497226184815343,0.3056081520429317,Высокая,Высокий,0
10367,2500,75145509.5,30058.2,13093.15,208651.14,412.96,9628423.61,19,5,378,12,6,0,QR_Code,Bank's QR,9628010.649999999,0.0,0.1512,0.12591966447563382,Средняя,Средний,0
10368,16800,95935626.07,5710.45,1618.14,26882.34,100.0,1993615.63,8,6,500,13,6,0,QR_Code,Bank's QR,1993515.63,0.0,0.02976190476190476,0.17520592744591673,Очень высокая,Высокий,0
10369,4206,156259234.53,37151.51,18269.93,111807.88,165.05,4186239.39,8,6,402,13,6,0,ECOM,Bank's QR,4186074.3400000003,0.0,0.09557774607703282,0.24940696924175101,Высокая,Высокий,0
10370,4075,71144098.73,17458.67,6977.17,38891.94,157.04,1044413.03,8,6,446,13,6,0,QR_Code,Bank's QR,1044255.99,0.0,0.1094478527607362,0.30982220068247707,Высокая,Средний,0
10371,10782,151151841.91,14018.91,4109.88,31457.14,100.0,787251.6,19,6,499,13,6,0,QR_Code,Bank's QR,787151.6,0.0,0.04628083843442775,0.30827017737908197,Очень высокая,Высокий,0
10372,13339,121602881.51,9116.34,3315.9,38317.88,100.0,3235884.84,19,6,500,13,6,0,QR_Code,Bank's QR,3235784.84,0.0,0.037484069270560014,0.1921890989247847,Очень высокая,Высокий,0
10373,6481,154966234.52,23910.85,10762.33,58951.72,158.27,2187723.19,9,6,469,13,6,0,ECOM,Bank's QR,2187564.92,0.0,0.07236537571362445,0.2885603234367459,Высокая,Высокий,0
10374,1530,49226188.17,32173.98,29000.0,20027.97,142.3,209338.56,8,6,50,13,6,0,Contactless,Bank's QR,209196.26,0.0,0.032679738562091505,0.6163367460410962,Средняя,Средний,0
10375,1850,31168574.51,16847.88,8161.08,51516.15,168.37,1555825.69,13,6,317,13,6,0,QR_Code,Bank's QR,1555657.3199999998,0.0,0.17135135135135135,0.24644363417428725,Средняя,Средний,0
10376,12710,192373982.86,15135.64,5045.4,36052.65,100.0,1301761.75,19,6,500,13,6,0,QR_Code,Bank's QR,1301661.75,0.0,0.03933910306845004,0.2956855952797016,Очень высокая,Премиум,0
10377,24603,179623490.22,7300.88,2166.5,19373.19,100.0,663196.38,8,5,500,13,6,0,QR_Code,Bank's QR,663096.38,0.0,0.020322724870950697,0.2737070120907683,Очень высокая,Премиум,0
10378,447,13223880.78,29583.63,24000.0,32059.34,375.83,420222.0,8,6,49,13,5,0,Contactless,Bank's QR,419846.17,0.0,0.10961968680089486,0.4799189591286728,Низкая,Низкий,0
10379,15887,263670899.59,16596.65,6407.61,46638.47,100.0,3108451.65,8,6,499,13,6,0,QR_Code,Bank's QR,3108351.65,0.0,0.031409328381695724,0.26245937384162477,Очень высокая,Премиум,0
10380,3383,258337058.91,76363.3,25386.68,234305.86,371.91,6504146.01,12,5,398,13,6,0,ECOM,Google Pay,6503774.1,0.0,0.11764705882352941,0.245802640983096,Средняя,Премиум,0
10381,6055,206241235.24,34061.31,12289.59,109819.23,292.99,3989579.73,8,5,492,13,6,0,QR_Code,Bank's QR,3989286.7399999998,0.0,0.08125516102394716,0.2367332649710656,Высокая,Премиум,0
10382,9776,230877647.1,23616.78,8417.96,62259.64,126.55,2413174.42,19,5,499,13,6,0,QR_Code,Bank's QR,2413047.87,0.0,0.05104337152209493,0.27500890232732106,Очень высокая,Премиум,0
10384,2138,16392235.43,7667.09,1916.19,18368.45,100.0,408416.94,19,5,242,13,6,0,QR_Code,Bank's QR,408316.94,0.0,0.11318989710009354,0.2944855378455757,Средняя,Низкий,0
10385,5189,118897815.23,22913.44,9786.87,48546.53,100.0,1053492.41,12,6,444,13,6,0,ECOM,Samsung Pay,1053392.41,0.0,0.08556561957988051,0.3206472098994724,Высокая,Высокий,0
10386,298,7461455.03,25038.44,7575.12,46458.41,223.07,302360.48,18,6,64,12,6,0,Contactless,Bank's QR,302137.41,0.0,0.21476510067114093,0.3502034005693957,Низкая,Низкий,0
10387,1299,31568148.58,24301.88,15718.94,35703.76,289.0,706056.83,19,6,185,13,6,0,QR_Code,Bank's QR,705767.83,0.0,0.1424172440338722,0.40499326396652047,Низкая,Средний,0
10388,303,6164224.46,20343.98,9003.7,30719.41,323.37,281784.4,9,1,71,13,6,0,ECOM,Bank's QR,281461.03,0.0,0.23432343234323433,0.3984063729415536,Низкая,Низкий,0
10389,5350,100340345.95,18755.2,7481.61,42489.5,104.33,1444830.32,8,6,456,13,6,0,Contactless,Bank's QR,1444725.99,0.0,0.08523364485981308,0.30623384554092026,Высокая,Высокий,0
10390,358,10897050.12,30438.69,10398.57,63402.43,156.46,835337.09,19,6,60,12,6,0,Contactless,Bank's QR,835180.63,0.0,0.16759776536312848,0.3243640953986909,Низкая,Низкий,0
10391,14338,436382048.09,30435.35,11000.54,113769.23,109.4,4083029.57,8,6,498,13,6,0,Contactless,Bank's QR,4082920.17,0.0,0.034732877667736084,0.21105675006993535,Очень высокая,Премиум,0
10392,1448,8087320.83,5585.17,2059.28,11123.71,100.0,203044.38,13,6,186,13,6,0,QR_Code,Bank's QR,202944.38,0.0,0.12845303867403315,0.3342635772116384,Средняя,Низкий,0
10393,863,23035606.72,26692.48,9281.29,59884.65,217.08,712519.1,8,5,153,13,6,0,ECOM,Bank's QR,712302.02,0.0,0.1772885283893395,0.3083086722786953,Низкая,Средний,0
10394,1117,61259241.21,54842.65,21000.0,135750.61,431.29,2019272.61,19,5,209,13,6,0,ECOM,Google Pay,2018841.32,0.0,0.18710832587287377,0.2877470588414302,Низкая,Средний,0
10395,29988,239367732.89,7982.12,3110.71,26821.42,100.0,2779722.08,8,6,500,13,6,0,QR_Code,Bank's QR,2779622.08,0.0,0.016673336001067095,0.22934793414692875,Очень высокая,Премиум,0
10396,3097,38689509.84,12492.58,5003.27,34220.77,100.0,1328302.14,8,6,395,13,6,0,Contactless,Bank's QR,1328202.14,0.0,0.12754278333871488,0.2674306167294789,Средняя,Средний,0
10397,11460,151493723.58,13219.35,6176.78,36354.93,100.0,2435553.58,19,5,494,13,6,0,ECOM,Google Pay,2435453.58,0.0,0.0431064572425829,0.26665742800500586,Очень высокая,Высокий,0
10398,680,20595659.1,30287.73,21000.0,79957.24,476.5,1839177.44,9,5,113,12,6,0,ECOM,Google Pay,1838700.94,0.0,0.1661764705882353,0.274731173676223,Низкая,Низкий,0
10400,18965,620261716.28,32705.6,7921.57,119411.77,100.0,5695390.22,19,6,500,13,6,0,QR_Code,Bank's QR,5695290.22,0.0,0.026364355391510677,0.21500240242123564,Очень высокая,Премиум,0
10401,4970,198600911.42,39959.94,17323.38,109372.38,200.22,2534207.22,8,6,437,13,6,0,ECOM,Bank's QR,2534007.0,0.0,0.08792756539235412,0.26759069972260524,Высокая,Премиум,0
10402,4077,110904083.98,27202.38,14352.25,227085.39,100.0,13450461.28,8,5,416,13,6,0,ECOM,Bank's QR,13450361.28,0.0,0.10203581064508217,0.10697478687236905,Высокая,Высокий,0
10403,13151,188621771.86,14342.77,5105.49,44657.11,105.82,2933216.97,8,6,500,13,6,0,ECOM,Bank's QR,2933111.1500000004,0.0,0.03801992243935822,0.24309829104737163,Очень высокая,Премиум,0
10404,8861,272317407.12,30732.13,14287.12,79516.4,164.3,3016997.76,19,6,490,13,6,0,Contactless,Bank's QR,3016833.46,0.0,0.05529849904074032,0.2787531951673188,Очень высокая,Премиум,0
10405,5625,99331879.62,17659.0,5827.19,55703.27,100.0,2237221.32,8,5,450,13,6,0,ECOM,Google Pay,2237121.32,0.0,0.08,0.24070956364899831,Высокая,Высокий,0
10406,10257,220912664.86,21537.75,7211.81,66231.2,119.67,4450148.65,19,5,496,13,6,0,QR_Code,Bank's QR,4450028.98,0.0,0.04835721945988106,0.24539145107694693,Очень высокая,Премиум,0
10407,27649,182128263.02,6587.16,2573.43,20940.79,100.0,1174066.8,8,6,500,13,6,0,QR_Code,Bank's QR,1173966.8,0.0,0.018083836666787225,0.23928988537105014,Очень высокая,Премиум,0
10408,201,5930041.94,29502.7,12513.53,53782.71,218.99,487871.59,8,5,34,11,6,0,Contactless,Bank's QR,487652.60000000003,0.0,0.1691542288557214,0.3542361141044992,Низкая,Низкий,0
10409,1887,77380252.18,41007.02,27147.74,107789.68,317.85,3513658.77,19,6,161,13,6,0,Contactless,Bank's QR,3513340.92,0.0,0.08532061473237944,0.2755909237234428,Средняя,Высокий,0
10410,11193,488213381.6,43617.74,16624.68,121735.05,109.88,3405329.79,8,6,493,13,6,0,Contactless,Bank's QR,3405219.91,0.0,0.04404538550880014,0.2637859330949299,Очень высокая,Премиум,0
10411,1391,37025518.68,26617.91,4653.19,88364.21,100.0,2192376.31,19,5,275,13,6,0,ECOM,Samsung Pay,2192276.31,0.0,0.19769949676491733,0.23149607956437054,Средняя,Средний,0
10412,14309,232893464.36,16276.01,6926.06,51343.3,124.75,2380008.34,8,5,500,13,6,0,QR_Code,Bank's QR,2379883.59,0.0,0.034943042840170524,0.24070062235181044,Очень высокая,Премиум,0
10413,30668,303094358.46,9883.08,2334.6,31316.91,100.0,1832413.59,19,6,500,13,6,0,QR_Code,Bank's QR,1832313.59,0.0,0.0163036389722186,0.23988064074772833,Очень высокая,Премиум,0
10414,2165,36428591.23,16826.14,7381.74,48695.8,157.31,1595594.56,8,6,284,13,6,0,ECOM,Bank's QR,1595437.25,0.0,0.13117782909930717,0.25680161484840036,Средняя,Средний,0
10415,4483,85864471.79,19153.35,6783.52,56826.0,100.0,2081463.4,19,5,444,13,6,0,Contactless,Bank's QR,2081363.4,0.0,0.09904082087887575,0.25208625764763715,Высокая,Высокий,0
10416,1466,31722475.24,21638.8,8027.78,45579.62,165.64,802192.31,8,5,260,13,6,0,ECOM,Bank's QR,802026.67,0.0,0.17735334242837653,0.3219177124365613,Средняя,Средний,0
10417,2865,26991576.66,9421.14,2801.93,26554.52,100.0,679812.36,19,6,411,13,6,0,ECOM,Apple Pay,679712.36,0.0,0.14345549738219895,0.2618753901943703,Средняя,Средний,0
10418,2752,42271266.23,15360.2,5257.98,57817.62,110.91,2229460.29,8,6,418,2,6,0,Unknown,Unknown,2229349.38,0.0,0.15188953488372092,0.20990239938822994,Средняя,Средний,1
10419,11220,279946164.66,24950.64,8973.62,68556.39,100.0,3052397.29,8,6,496,13,6,0,ECOM,Google Pay,3052297.29,0.0,0.04420677361853832,0.2668317023864409,Очень высокая,Премиум,0
10420,5409,146880451.35,27154.83,14967.5,62476.86,100.0,2382277.29,8,5,440,13,6,0,ECOM,Bank's QR,2382177.29,0.0,0.08134590497319283,0.30296014724256565,Высокая,Высокий,0
10421,6317,96429719.14,15265.11,5966.26,44613.57,100.0,2220650.81,8,5,458,13,6,0,ECOM,Bank's QR,2220550.81,0.0,0.07250277030235872,0.254933976500484,Высокая,Высокий,0
10422,305,6220487.96,20395.04,9277.39,40764.83,447.86,400334.73,13,6,63,12,6,0,ECOM,Bank's QR,399886.87,0.0,0.20655737704918034,0.3334709508048333,Низкая,Низкий,0
10423,9331,215687227.56,23115.12,11525.9,55238.39,168.01,2948549.18,19,5,494,13,6,0,ECOM,Bank's QR,2948381.1700000004,0.0,0.0529418068802915,0.29501065108633934,Очень высокая,Премиум,0
10424,13487,204536936.95,15165.49,5439.42,65878.31,107.47,6560417.79,8,5,495,13,6,0,ECOM,Samsung Pay,6560310.32,0.0,0.03670200934232965,0.18712708436672515,Очень высокая,Премиум,0
10425,5412,88493973.53,16351.44,5378.62,40006.23,162.82,923404.58,19,6,462,13,6,0,Contactless,Bank's QR,923241.76,0.0,0.08536585365853659,0.29013690594376945,Высокая,Высокий,0
10426,2357,30337739.57,12871.34,5073.7,41892.19,101.25,1178990.02,8,5,378,2,6,0,Unknown,Unknown,1178888.77,0.0,0.16037335596096733,0.2350348854429216,Средняя,Средний,1
10427,5428,150850761.84,27791.22,27000.0,18084.84,100.0,385726.01,19,6,238,13,6,0,Contactless,Bank's QR,385626.01,0.0,0.04384672070744289,0.6057891632367731,Высокая,Высокий,0
10428,3823,36107407.78,9444.78,3547.19,23282.64,116.19,577315.36,8,6,441,2,6,0,Unknown,Unknown,577199.17,0.0,0.11535443369081873,0.28858920134859395,Высокая,Средний,1
10430,252,3041575.93,12069.75,3099.06,42363.93,100.0,588003.82,12,5,57,13,6,0,ECOM,Samsung Pay,587903.82,0.0,0.2261904761904762,0.22173312552081725,Низкая,Низкий,0
10431,2149,86443906.52,40225.18,15503.46,183391.13,249.31,7372394.89,19,6,309,13,6,0,ECOM,Samsung Pay,7372145.58,0.0,0.14378780828292229,0.17988482146047396,Средняя,Высокий,0
10432,6612,239863901.98,36277.06,7999.3,121752.1,129.42,3555701.43,19,6,475,13,6,0,ECOM,Bank's QR,3555572.0100000002,0.0,0.07183908045977011,0.229559278806519,Высокая,Премиум,0
10433,5311,118004340.69,22218.86,7561.89,73372.35,100.0,3130577.21,19,5,466,13,6,0,Contactless,Bank's QR,3130477.21,0.0,0.08774242138956882,0.23243622504621503,Высокая,Высокий,0
10435,390,6334736.33,16242.91,5396.56,56925.48,215.53,1014088.78,19,6,97,13,6,0,QR_Code,Bank's QR,1013873.25,0.0,0.24871794871794872,0.2219935411999635,Низкая,Низкий,0
10436,2166,52675470.68,24319.24,9169.54,70891.31,147.92,1807293.84,19,6,302,13,6,0,ECOM,Bank's QR,1807145.9200000002,0.0,0.1394275161588181,0.2554258955546418,Средняя,Средний,0
10437,1982,83794852.94,42277.93,21835.73,106845.92,170.78,2605500.14,19,5,238,13,6,0,ECOM,Samsung Pay,2605329.3600000003,0.0,0.12008072653884964,0.2835088418116887,Средняя,Высокий,0
10438,78,2123962.08,27230.28,14749.88,44936.24,887.4,258468.79,10,6,16,8,6,0,Contactless,Samsung Pay,257581.39,0.0,0.20512820512820512,0.3773256629251348,Низкая,Низкий,0
10439,933,17923038.93,19210.12,7214.23,62249.76,100.0,1157831.99,9,6,181,13,6,0,QR_Code,Bank's QR,1157731.99,0.0,0.1939978563772776,0.2358230824793751,Низкая,Низкий,0
10440,1551,21895494.1,14117.02,5952.16,29902.91,118.34,491720.32,8,6,259,13,6,0,QR_Code,Bank's QR,491601.98,0.0,0.16698903932946485,0.32069610287885514,Средняя,Средний,0
10441,5015,135706579.31,27060.14,8436.4,83387.23,102.89,2868239.59,8,6,413,13,6,0,ECOM,Google Pay,2868136.6999999997,0.0,0.08235294117647059,0.24500483805091963,Высокая,Высокий,0
10442,8767,135646273.7,15472.37,6613.4,48445.64,100.0,2628209.12,8,5,487,13,6,0,ECOM,Bank's QR,2628109.12,0.0,0.05554921866088742,0.24206589034921455,Очень высокая,Высокий,0
10443,7017,208860592.6,29764.94,9352.44,99225.04,120.43,3084946.1,12,6,476,13,6,0,ECOM,Bank's QR,3084825.67,0.0,0.06783525723243551,0.23075389266670174,Высокая,Премиум,0
10444,2232,30474308.25,13653.36,4990.27,43688.48,161.71,1174858.62,19,5,338,13,6,0,QR_Code,Bank's QR,1174696.9100000001,0.0,0.15143369175627241,0.2381046719114699,Средняя,Средний,0
10445,245,7061213.44,28821.28,7657.67,93100.77,146.97,1223503.84,20,6,41,12,6,0,ECOM,Samsung Pay,1223356.87,0.0,0.1673469387755102,0.23639103837246833,Низкая,Низкий,0
10446,16838,372042564.67,22095.41,6876.42,67832.69,100.0,3065343.94,19,5,499,13,6,0,ECOM,Samsung Pay,3065243.94,0.0,0.029635348616225205,0.245700843229202,Очень высокая,Премиум,0
10447,1777,53776365.28,30262.45,12908.18,86440.21,113.1,1881637.76,19,6,241,13,6,0,Contactless,Bank's QR,1881524.66,0.0,0.13562183455261678,0.259312426983241,Средняя,Средний,0
